,Low,Medium,High,Very High
0,0.02518119006474798,0.149486946798738,0.29861544013457963,0.535073771304637
1,0.057667182084036074,0.17091252064136708,0.30102203328997706,0.503132184736275
2,0.08024051378238499,0.1847148318739783,0.30043212696416216,0.4805183141278141
3,0.0963889968950822,0.1944072039209004,0.2994816115851838,0.463093178842135
4,0.10855623971306431,0.2006517036063526,0.2984778974151933,0.4494807568826983
5,0.11804584771943359,0.20540681798900925,0.2976296214921625,0.43730089709184544
6,0.1254538832806984,0.209444814421937,0.2954585948850336,0.4263577558170749
7,0.1311303152671936,0.21177200731381882,0.2939511419456032,0.41640795487486637
8,0.13580823214986742,0.2149306706848419,0.2918951701786718,0.4079206881635564
9,0.14076412746906114,0.21778206837992314,0.29047354671241515,0.39929610294832063
10,0.1447419662316113,0.2196484610378641,0.2892451311140314,0.3908303227662505
11,0.14880536405465544,0.22228902374217266,0.28799119237190096,0.38398656465240194
12,0.15198623264855607,0.22520505411635203,0.28742865699196607,0.3789076851979334
13,0.15455266243781626,0.228258720229144,0.2866811452047103,0.3740884984480118
14,0.15756246477394822,0.2303728300457792,0.285652716986355,0.37013856713782817
15,0.1602919574378627,0.23179956864438203,0.2863806779842088,0.36760355752914986
16,0.16268693013929947,0.234376220954806,0.28664854950138324,0.36486177535675285
17,0.16593848013413803,0.23647239971923162,0.2857133234647042,0.3631514105523465
18,0.16815961819080996,0.2401134112479181,0.2854313800583209,0.3616156383405192
19,0.1721233777002369,0.242469876235016,0.2877520641304682,0.3619632227273898
