,Low,Medium,High,Very High
0,0.033933643384539997,0.19690665036818414,0.3950993078704203,0.6525515975043849
1,0.06070014353031055,0.21887217819415478,0.39822652022139826,0.6234285747845871
2,0.08432383958927958,0.23528566753624583,0.4010876253103212,0.6013482929878645
3,0.10518305117726107,0.24897473915115415,0.4045052239563022,0.5853121818783934
4,0.12303316582947137,0.26099782809788485,0.4083806958755784,0.5735192625532175
5,0.1386411428501771,0.2689763238615197,0.40999076623979147,0.5614959345121344
6,0.15013848397908705,0.27406259254049586,0.41033553336470974,0.551902262563239
7,0.16093830215706664,0.2773901445863013,0.4111941579186909,0.5439638466237614
8,0.17070644490593995,0.2807613691168004,0.4094592975792791,0.5374808212555319
9,0.17774234329486605,0.2812938193883079,0.4056166571941148,0.5289891238022898
10,0.1818510571229421,0.2783553405387862,0.39930346607999534,0.5186004004798872
11,0.18693838857818434,0.27706610311687313,0.39572136717503376,0.5109351295368648
12,0.19269490797023892,0.27827807679628375,0.39475930751800664,0.5044920766719545
13,0.19669553451700514,0.2799666420165393,0.39076165068789925,0.49951421509336413
14,0.20157805600706763,0.27879095012032695,0.3872294577637872,0.4942517493640049
15,0.20505058976657653,0.28033484562442945,0.3833956203346352,0.48937076705984733
16,0.20954674402957094,0.28100010503878087,0.3811066150163708,0.4834998680441799
17,0.21354876465031863,0.280129700555749,0.3787411357771374,0.47499016933636395
18,0.2166480468662326,0.2832658041270155,0.37415540803817954,0.4692977123932103
19,0.22240956993194821,0.2855978977134713,0.3746897663815582,0.46470181279908873
