,Low,Medium,High,Very High
0,0.02357577522261139,0.14716012079578392,0.296002316329997,0.5279282924488361
1,0.052164977906948955,0.16536662065112398,0.29513685355811303,0.4939387644743125
2,0.07299449675568945,0.17768869008630592,0.2930517492979779,0.47005383738704903
3,0.08808629197514654,0.18636309096219042,0.29105196922295634,0.45165106009333345
4,0.09935716020873733,0.191906780089941,0.2892438092703305,0.4372842165055295
5,0.1082216556918265,0.19599940497539792,0.2876348584396153,0.4244906321378692
6,0.11495071335426886,0.19942456750283216,0.2848374294532776,0.41293521008374195
7,0.1201243873839184,0.20125851266191755,0.28266335958072136,0.40243009093459464
8,0.12434535837070428,0.20382879144241833,0.2801061079439814,0.39338181954785767
9,0.1287253342341472,0.20613349230552344,0.27808882174434785,0.3842458284433824
10,0.1321658202745035,0.20756480337672617,0.2762802364038368,0.37527621973267106
11,0.13572329151104037,0.20964939657346485,0.27448807694221494,0.3678613481356625
12,0.13852001228056907,0.2120591922068784,0.27337760134712685,0.36237300575471576
13,0.14075587035682885,0.2145105399760958,0.27206478484982977,0.357100191146433
14,0.1433556838158181,0.2159975665912833,0.27044641652224777,0.35284316987779346
15,0.14561813495875342,0.21679258265481433,0.2704996081051548,0.3499070057693943
16,0.14754957599020704,0.21874932058064805,0.270060621674565,0.3468067551528293
17,0.15032163428596929,0.21998441651786538,0.26842795920799484,0.3448592151419552
18,0.1520761402685601,0.22286004334805423,0.2674797338429435,0.34290424061783326
19,0.15545864447597135,0.22468007979824556,0.268813985674496,0.3430790619242175
