,Low,Medium,High,Very High
0,0.025191318921830328,0.16523034124158162,0.37364848874078677,0.6657562760930893
1,0.0630378156843838,0.20612783326855147,0.3908079030657613,0.6378939172547746
2,0.09392187754689985,0.23418135671323484,0.3999652737768547,0.6164674719673046
3,0.12044298641076835,0.2541280670718799,0.4075779663263831,0.6016457366715633
4,0.14234622861751228,0.2694382900067708,0.4142085039902665,0.5911719484263415
5,0.16082968988723295,0.2789156379873932,0.4180389281795704,0.5801118810712225
6,0.17377775803800186,0.2848640863479107,0.4194326448686061,0.570391498921141
7,0.18473263057536818,0.28954548827755444,0.42097584823651285,0.5626349641154214
8,0.19430797170857805,0.2943694101017095,0.42018487558736184,0.5559450196626948
9,0.20138406477988258,0.2959025923803088,0.4160608733220283,0.5476105725634884
10,0.20473043667575472,0.2929399285285555,0.41071313235703466,0.5369232940955692
11,0.20992215192640992,0.2904876154316026,0.40820427955946237,0.5296599360171205
12,0.21515410270058152,0.29259989713396406,0.40725378052825695,0.5242532777679821
13,0.2188815245935713,0.29441127046097,0.40654277059698396,0.5188774672744615
14,0.22453999989348583,0.29347468061494386,0.4041504133902389,0.5140361363133665
15,0.22868144700813847,0.2953922109110375,0.40134848476362717,0.5093263121335614
16,0.23311009609530242,0.29684946674430657,0.3992263576527341,0.5040037049720657
17,0.23687809373924623,0.2964820822966423,0.3977237671509319,0.4958121926523109
18,0.24004577978303202,0.3004657124176265,0.3943005018152907,0.49119900018837137
19,0.24613216762197354,0.3039640277659192,0.39669562472954983,0.4869103167050229
