,Low,Medium,High,Very High
0,0.039221601495658336,0.18067859838998834,0.3131582867895138,0.5196307606403247
1,0.06650012537794074,0.19565787893514774,0.3135044085992562,0.49751044838372616
2,0.08592711158018501,0.20639067864395558,0.3126259380075716,0.47998575824621703
3,0.1003149525780401,0.2141040360596306,0.31139238878969033,0.4660459040717321
4,0.11194386721646132,0.21912245413200712,0.310911530838339,0.4543025468470279
5,0.12155168568828745,0.2235742967427408,0.3094741736593325,0.4437196618438259
6,0.1296495526096649,0.2270408450874306,0.30799141771140315,0.4337146616867955
7,0.13634644929293238,0.22962664336657682,0.306358407754438,0.4251014577073808
8,0.14304877672356406,0.2312583483842873,0.3050349120202921,0.4177198630869283
9,0.14896640698776786,0.23362426224661012,0.30367394188131347,0.4109391965992519
10,0.1539044897816401,0.2353561795391963,0.30247699861317723,0.40421741422709545
11,0.1584795089189786,0.23794825806872932,0.30145157243092097,0.398225738426893
12,0.16256930806378306,0.24078451443245816,0.30115189826823513,0.39422076740980916
13,0.16638468740063056,0.24423321539570825,0.30094389633465146,0.3900865962150932
14,0.17011778674727834,0.24708121049047316,0.3002468799908351,0.38767892409989396
15,0.17366121450680877,0.24944870271697314,0.30171841133835814,0.3854268530921788
16,0.17695877101439356,0.25155121740649217,0.3033101891814989,0.3840574912410826
17,0.18121657132877247,0.2548283592663233,0.30358555281474303,0.38317113393985536
18,0.18415448229301842,0.25870649356346564,0.30381978788250263,0.38317107978958254
19,0.1892982743462724,0.2617498813892716,0.307234466655018,0.38358370010688275
