,Low,Medium,High,Very High
0,0.023667994727144242,0.16223667834566702,0.3699148090650385,0.6589551165575935
1,0.057373931283700004,0.19889422394901612,0.3826034906527503,0.6281175600503566
2,0.08590727535828947,0.22466038170246752,0.3896163302569155,0.6047595178511451
3,0.11046466165297494,0.24307414054406987,0.39578142228322366,0.5885311737755695
4,0.13077501547837497,0.257069746168247,0.4011401164512154,0.5769598440177663
5,0.14787236162143746,0.2655702406038729,0.4039295736132471,0.5650090384893227
6,0.1597230324946908,0.2706842064600733,0.4044854200403892,0.5544369272519559
7,0.16969813362578096,0.27460492841454687,0.40519184775035477,0.5459159346221361
8,0.17834404148287256,0.27865208391760654,0.4036000094672934,0.5384607068868044
9,0.18461620175609944,0.27948494012996206,0.3988027501063472,0.5293550610454413
10,0.1873080036593498,0.27604457463337595,0.39287102518185035,0.5177548204762262
11,0.19177620516858446,0.2731864831511883,0.38977700314630953,0.5097281347151782
12,0.19631551425563462,0.2746204272789984,0.3882276099403987,0.5036664341584861
13,0.19954137358302554,0.27568577145797096,0.38673922917732767,0.4976454976218726
14,0.20432255767611068,0.27408159404582527,0.38361083014630204,0.4922696637497331
15,0.20776457646856142,0.2752009341192825,0.3800762860834325,0.4870118098837945
16,0.2115081988019897,0.2759601140442926,0.37722233125108223,0.48117893540546897
17,0.21439512528737226,0.2750325051196564,0.3748162964883512,0.4725398976901504
18,0.21677014182729848,0.2782248448334884,0.37059512266454775,0.46713665032628443
19,0.22200912302125847,0.28084547187439324,0.37207033317243254,0.46216170416630237
